period_type,period_start,year,month,quarter,sales_org,sector,region,bookings_usd,recognized_revenue_usd,gross_margin_pct,new_logos,avg_contract_value_usd,pipeline_usd,pipeline_coverage,mom_growth_pct,yoy_growth_pct,logo_churn_rate,net_revenue_retention,risk_flag,notes
Quarterly,2025-04-01,2025,,2025Q2,Legacy On-Prem,Healthcare,NA National,424000,340000,44.8,18,24000,189000,1.66,,,0.0326,0.832,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-04-01,2025,,2025Q2,Legacy On-Prem,Manufacturing,NA National,390000,293000,54.0,11,37000,214000,1.97,,,0.0301,0.779,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-04-01,2025,,2025Q2,Legacy On-Prem,Media & SaaS,NA National,427000,327000,54.5,16,30000,229000,1.7,,,0.0362,0.831,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-04-01,2025,,2025Q2,Legacy On-Prem,Retail & eCommerce,NA National,410000,328000,48.4,17,24000,158000,1.88,,,0.0289,0.797,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-04-01,2025,,2025Q2,Mid-Market,FinTech,NA National,1330000,1019000,66.9,20,67000,1430000,3.38,,,0.0193,1.036,,
Quarterly,2025-04-01,2025,,2025Q2,Mid-Market,Government & Education,NA National,981000,783000,69.4,31,32000,1438000,3.84,,,0.0115,1.052,,
Quarterly,2025-04-01,2025,,2025Q2,Mid-Market,Healthcare,NA National,1277000,1076000,75.6,30,44000,1437000,3.93,,,0.0089,1.138,,
Quarterly,2025-04-01,2025,,2025Q2,Mid-Market,Manufacturing,NA National,1102000,900000,71.2,13,85000,1599000,3.84,,,0.0167,1.048,,
Quarterly,2025-04-01,2025,,2025Q2,Mid-Market,Media & SaaS,NA National,1232000,1024000,73.0,13,124000,1214000,3.49,,,0.0175,1.078,,
Quarterly,2025-04-01,2025,,2025Q2,Mid-Market,Retail & eCommerce,NA National,1187000,1035000,69.4,23,51000,1653000,3.8,,,0.0117,1.052,,
Quarterly,2025-04-01,2025,,2025Q2,Public Sector,FinTech,NA National,658000,558000,68.0,14,50000,602000,3.42,,,0.0081,1.088,,
Quarterly,2025-04-01,2025,,2025Q2,Public Sector,Government & Education,NA National,508000,407000,72.0,16,32000,863000,4.33,,,0.0174,1.035,,
Quarterly,2025-04-01,2025,,2025Q2,Public Sector,Healthcare,NA National,693000,587000,73.8,14,65000,937000,4.49,,,0.0098,1.082,,
Quarterly,2025-04-01,2025,,2025Q2,Public Sector,Manufacturing,NA National,564000,454000,70.0,13,47000,757000,3.73,,,0.0139,1.139,,
Quarterly,2025-04-01,2025,,2025Q2,Public Sector,Media & SaaS,NA National,614000,523000,71.1,11,67000,880000,3.56,,,0.0192,1.156,,
Quarterly,2025-04-01,2025,,2025Q2,Public Sector,Retail & eCommerce,NA National,566000,471000,75.2,18,38000,658000,3.48,,,0.0122,1.069,,
Quarterly,2025-04-01,2025,,2025Q2,SMB Online,FinTech,NA National,623000,514000,70.0,40,16000,1031000,3.84,,,0.0138,1.101,,
Quarterly,2025-04-01,2025,,2025Q2,SMB Online,Government & Education,NA National,455000,365000,76.1,40,12000,548000,3.43,,,0.0119,1.14,,
Quarterly,2025-04-01,2025,,2025Q2,SMB Online,Healthcare,NA National,550000,445000,71.5,29,26000,771000,4.05,,,0.0177,1.045,,
Quarterly,2025-04-01,2025,,2025Q2,SMB Online,Manufacturing,NA National,528000,423000,74.1,41,13000,753000,4.27,,,0.0157,1.109,,
Quarterly,2025-04-01,2025,,2025Q2,SMB Online,Media & SaaS,NA National,577000,482000,69.1,30,21000,670000,3.45,,,0.0212,1.055,,
Quarterly,2025-04-01,2025,,2025Q2,SMB Online,Retail & eCommerce,NA National,566000,475000,69.8,30,20000,734000,3.57,,,0.0153,1.115,,
Quarterly,2025-04-01,2025,,2025Q2,Strategic Accounts,FinTech,NA National,2932000,2482000,73.5,14,290000,3731000,4.15,,,0.0163,1.089,,
Quarterly,2025-04-01,2025,,2025Q2,Strategic Accounts,Government & Education,NA National,2328000,1898000,72.3,11,217000,4140000,3.94,,,0.0115,1.087,,
Quarterly,2025-04-01,2025,,2025Q2,Strategic Accounts,Healthcare,NA National,3152000,2644000,80.1,9,383000,3807000,3.54,,,0.0203,1.07,,
Quarterly,2025-04-01,2025,,2025Q2,Strategic Accounts,Manufacturing,NA National,2913000,2258000,73.0,11,270000,3786000,3.83,,,0.015,1.12,,
Quarterly,2025-04-01,2025,,2025Q2,Strategic Accounts,Media & SaaS,NA National,2944000,2513000,70.2,10,296000,5431000,3.96,,,0.0211,1.161,,
Quarterly,2025-04-01,2025,,2025Q2,Strategic Accounts,Retail & eCommerce,NA National,2830000,2477000,71.9,12,248000,3590000,3.72,,,0.0187,1.085,,
Quarterly,2025-07-01,2025,,2025Q3,Channel Partners,FinTech,NA National,1156000,944000,68.9,19,63000,1344000,3.33,,,0.0225,1.11,,
Quarterly,2025-07-01,2025,,2025Q3,Channel Partners,Government & Education,NA National,882000,721000,71.3,14,73000,1663000,4.07,,,0.0262,1.075,,
Quarterly,2025-07-01,2025,,2025Q3,Channel Partners,Healthcare,NA National,1157000,903000,73.0,19,69000,1733000,3.49,,,0.0166,1.084,,
Quarterly,2025-07-01,2025,,2025Q3,Channel Partners,Manufacturing,NA National,1050000,866000,73.2,18,69000,1647000,4.03,,,0.014,1.14,,
Quarterly,2025-07-01,2025,,2025Q3,Channel Partners,Media & SaaS,NA National,1136000,929000,77.0,25,46000,1566000,3.64,,,0.0166,1.073,,
Quarterly,2025-07-01,2025,,2025Q3,Channel Partners,Retail & eCommerce,NA National,1070000,856000,70.2,26,42000,1506000,3.32,,,0.0173,1.094,,
Quarterly,2025-07-01,2025,,2025Q3,Customer Expansion,FinTech,NA National,1634000,1379000,65.9,35,47000,2073000,3.85,,,0.0142,1.111,,
Quarterly,2025-07-01,2025,,2025Q3,Customer Expansion,Government & Education,NA National,1253000,1035000,68.8,43,30000,1761000,3.85,,,0.0139,1.062,,
Quarterly,2025-07-01,2025,,2025Q3,Customer Expansion,Healthcare,NA National,1779000,1493000,75.5,38,47000,2288000,3.63,,,0.0185,1.069,,
Quarterly,2025-07-01,2025,,2025Q3,Customer Expansion,Manufacturing,NA National,1484000,1222000,71.2,45,34000,2187000,3.87,,,0.0112,1.071,,
Quarterly,2025-07-01,2025,,2025Q3,Customer Expansion,Media & SaaS,NA National,1760000,1416000,70.4,36,52000,2218000,3.99,,,0.0148,1.096,,
Quarterly,2025-07-01,2025,,2025Q3,Customer Expansion,Retail & eCommerce,NA National,1499000,1252000,71.9,34,47000,1744000,3.96,,,0.025,1.036,,
Quarterly,2025-07-01,2025,,2025Q3,Enterprise East,FinTech,NA East,2265000,1757000,69.6,13,234000,2465000,3.81,,,0.012,1.081,,
Quarterly,2025-07-01,2025,,2025Q3,Enterprise East,Government & Education,NA East,1630000,1409000,67.9,19,95000,1711000,3.52,,,0.0101,1.087,,
Quarterly,2025-07-01,2025,,2025Q3,Enterprise East,Healthcare,NA East,2158000,1784000,73.5,13,169000,2860000,3.87,,,0.014,1.071,,
Quarterly,2025-07-01,2025,,2025Q3,Enterprise East,Manufacturing,NA East,1855000,1487000,68.3,5,474000,2518000,3.6,,,0.0155,1.122,,
Quarterly,2025-07-01,2025,,2025Q3,Enterprise East,Media & SaaS,NA East,2214000,1859000,76.2,16,153000,3165000,3.89,,,0.0086,1.057,,
Quarterly,2025-07-01,2025,,2025Q3,Enterprise East,Retail & eCommerce,NA East,1853000,1552000,72.7,10,214000,2879000,4.21,,,0.0223,1.178,,
Quarterly,2025-07-01,2025,,2025Q3,Enterprise West,FinTech,NA West,2175000,1767000,69.5,8,299000,2997000,3.75,,,0.017,1.053,,
Quarterly,2025-07-01,2025,,2025Q3,Enterprise West,Government & Education,NA West,1711000,1420000,71.2,13,173000,2031000,3.65,,,0.0149,1.108,,
Quarterly,2025-07-01,2025,,2025Q3,Enterprise West,Healthcare,NA West,2150000,1753000,72.4,4,606000,2448000,3.55,,,0.0106,1.154,,
Quarterly,2025-07-01,2025,,2025Q3,Enterprise West,Manufacturing,NA West,1919000,1517000,68.7,14,143000,2357000,3.84,,,0.0113,1.085,,
Quarterly,2025-07-01,2025,,2025Q3,Enterprise West,Media & SaaS,NA West,2179000,1770000,74.2,11,211000,2517000,3.24,,,0.0157,1.076,,
Quarterly,2025-07-01,2025,,2025Q3,Enterprise West,Retail & eCommerce,NA West,2096000,1792000,68.8,13,164000,3258000,4.5,,,0.0216,1.104,,
Quarterly,2025-07-01,2025,,2025Q3,Hardware & Appliances,FinTech,NA National,257000,211000,53.1,14,20000,157000,1.44,,,0.0356,0.798,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-07-01,2025,,2025Q3,Hardware & Appliances,Government & Education,NA National,198000,158000,48.3,10,20000,90000,1.61,,,0.0423,0.8,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-07-01,2025,,2025Q3,Hardware & Appliances,Healthcare,NA National,265000,198000,43.7,12,22000,83000,1.68,,,0.0412,0.806,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-07-01,2025,,2025Q3,Hardware & Appliances,Manufacturing,NA National,242000,184000,51.2,16,16000,130000,1.46,,,0.0383,0.794,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-07-01,2025,,2025Q3,Hardware & Appliances,Media & SaaS,NA National,264000,206000,48.0,15,20000,144000,1.39,,,0.036,0.845,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-07-01,2025,,2025Q3,Hardware & Appliances,Retail & eCommerce,NA National,239000,190000,52.4,9,29000,146000,1.52,,,0.0472,0.818,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-07-01,2025,,2025Q3,International APAC,FinTech,APAC,910000,782000,68.7,19,49000,1187000,3.89,,,0.0145,1.061,,
Quarterly,2025-07-01,2025,,2025Q3,International APAC,Government & Education,APAC,702000,572000,70.3,16,50000,952000,4.11,,,0.0173,1.085,,
Quarterly,2025-07-01,2025,,2025Q3,International APAC,Healthcare,APAC,912000,748000,74.7,25,37000,1489000,4.5,,,0.0166,1.091,,
Quarterly,2025-07-01,2025,,2025Q3,International APAC,Manufacturing,APAC,713000,557000,72.1,29,25000,675000,3.52,,,0.0102,1.059,,
Quarterly,2025-07-01,2025,,2025Q3,International APAC,Media & SaaS,APAC,915000,771000,76.1,20,51000,1201000,3.55,,,0.0182,1.165,,
Quarterly,2025-07-01,2025,,2025Q3,International APAC,Retail & eCommerce,APAC,825000,652000,65.6,21,40000,1325000,3.72,,,0.014,1.086,,
Quarterly,2025-07-01,2025,,2025Q3,International EMEA,FinTech,EMEA,1187000,965000,74.1,25,50000,1702000,3.9,,,0.0134,1.104,,
Quarterly,2025-07-01,2025,,2025Q3,International EMEA,Government & Education,EMEA,881000,737000,72.8,21,56000,1098000,3.7,,,0.0184,1.078,,
Quarterly,2025-07-01,2025,,2025Q3,International EMEA,Healthcare,EMEA,1126000,978000,77.5,25,51000,1421000,4.17,,,0.018,1.113,,
Quarterly,2025-07-01,2025,,2025Q3,International EMEA,Manufacturing,EMEA,969000,809000,75.4,18,55000,1312000,3.9,,,0.0148,1.099,,
Quarterly,2025-07-01,2025,,2025Q3,International EMEA,Media & SaaS,EMEA,1179000,1010000,72.5,19,63000,1265000,3.96,,,0.018,1.114,,
Quarterly,2025-07-01,2025,,2025Q3,International EMEA,Retail & eCommerce,EMEA,1094000,947000,73.3,21,57000,932000,3.56,,,0.0104,1.107,,
Quarterly,2025-07-01,2025,,2025Q3,Legacy On-Prem,FinTech,NA National,451000,350000,49.4,11,44000,253000,1.95,,,0.0341,0.811,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-07-01,2025,,2025Q3,Legacy On-Prem,Government & Education,NA National,326000,256000,55.3,11,50000,181000,1.71,,,0.0347,0.809,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-07-01,2025,,2025Q3,Legacy On-Prem,Healthcare,NA National,398000,315000,48.8,17,24000,235000,1.43,,,0.0335,0.826,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-07-01,2025,,2025Q3,Legacy On-Prem,Manufacturing,NA National,368000,277000,47.9,13,30000,122000,1.39,,,0.036,0.817,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-07-01,2025,,2025Q3,Legacy On-Prem,Media & SaaS,NA National,424000,335000,49.3,15,31000,118000,1.35,,,0.0295,0.824,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-07-01,2025,,2025Q3,Legacy On-Prem,Retail & eCommerce,NA National,376000,299000,46.4,10,39000,127000,1.81,,,0.0329,0.871,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-07-01,2025,,2025Q3,Mid-Market,FinTech,NA National,1322000,1146000,71.1,23,59000,1701000,4.46,,,0.0146,1.135,,
Quarterly,2025-07-01,2025,,2025Q3,Mid-Market,Government & Education,NA National,1033000,833000,73.2,17,71000,1495000,3.67,,,0.0166,1.1,,
Quarterly,2025-07-01,2025,,2025Q3,Mid-Market,Healthcare,NA National,1247000,1011000,71.0,17,79000,1586000,4.01,,,0.0152,1.121,,
Quarterly,2025-07-01,2025,,2025Q3,Mid-Market,Manufacturing,NA National,1143000,952000,68.2,26,50000,1744000,4.71,,,0.0114,1.075,,
Quarterly,2025-07-01,2025,,2025Q3,Mid-Market,Media & SaaS,NA National,1299000,1051000,72.5,24,67000,1623000,3.59,,,0.0115,1.123,,
Quarterly,2025-07-01,2025,,2025Q3,Mid-Market,Retail & eCommerce,NA National,1207000,941000,71.5,21,66000,1699000,3.79,,,0.0194,1.073,,
Quarterly,2025-07-01,2025,,2025Q3,Public Sector,FinTech,NA National,802000,672000,70.7,12,67000,1075000,4.64,,,0.0179,1.093,,
Quarterly,2025-07-01,2025,,2025Q3,Public Sector,Government & Education,NA National,593000,492000,69.1,13,45000,645000,4.13,,,0.0075,1.006,,
Quarterly,2025-07-01,2025,,2025Q3,Public Sector,Healthcare,NA National,738000,577000,72.9,11,78000,1034000,4.39,,,0.0157,1.125,,
Quarterly,2025-07-01,2025,,2025Q3,Public Sector,Manufacturing,NA National,706000,605000,73.2,15,62000,896000,3.69,,,0.0156,1.053,,
Quarterly,2025-07-01,2025,,2025Q3,Public Sector,Media & SaaS,NA National,852000,751000,72.4,12,95000,1235000,4.12,,,0.0092,1.085,,
Quarterly,2025-07-01,2025,,2025Q3,Public Sector,Retail & eCommerce,NA National,716000,551000,65.8,10,117000,1019000,3.81,,,0.0123,1.115,,
Quarterly,2025-07-01,2025,,2025Q3,SMB Online,FinTech,NA National,617000,501000,75.1,37,21000,701000,4.25,,,0.0104,1.082,,
Quarterly,2025-07-01,2025,,2025Q3,SMB Online,Government & Education,NA National,461000,353000,73.9,39,12000,547000,3.98,,,0.0157,1.109,,
Quarterly,2025-07-01,2025,,2025Q3,SMB Online,Healthcare,NA National,591000,460000,69.3,36,20000,948000,4.38,,,0.0172,1.091,,
Quarterly,2025-07-01,2025,,2025Q3,SMB Online,Manufacturing,NA National,517000,429000,77.0,33,17000,680000,3.97,,,0.0137,1.099,,
Quarterly,2025-07-01,2025,,2025Q3,SMB Online,Media & SaaS,NA National,574000,439000,69.0,41,14000,867000,4.21,,,0.0146,1.068,,
Quarterly,2025-07-01,2025,,2025Q3,SMB Online,Retail & eCommerce,NA National,568000,466000,71.5,40,16000,787000,4.06,,,0.0107,1.039,,
Quarterly,2025-07-01,2025,,2025Q3,Strategic Accounts,FinTech,NA National,3187000,2624000,69.4,14,248000,4009000,3.64,,,0.0192,1.096,,
Quarterly,2025-07-01,2025,,2025Q3,Strategic Accounts,Government & Education,NA National,2372000,2002000,71.5,14,173000,2796000,3.76,,,0.0151,1.053,,
Quarterly,2025-07-01,2025,,2025Q3,Strategic Accounts,Healthcare,NA National,3049000,2587000,71.5,11,407000,4554000,3.95,,,0.0239,1.106,,
Quarterly,2025-07-01,2025,,2025Q3,Strategic Accounts,Manufacturing,NA National,2746000,2191000,68.5,11,252000,3389000,3.46,,,0.0195,1.096,,
Quarterly,2025-07-01,2025,,2025Q3,Strategic Accounts,Media & SaaS,NA National,3256000,2673000,74.7,18,189000,4497000,3.63,,,0.0169,1.05,,
Quarterly,2025-07-01,2025,,2025Q3,Strategic Accounts,Retail & eCommerce,NA National,2941000,2289000,75.0,8,378000,4562000,3.56,,,0.0115,1.112,,
Quarterly,2025-10-01,2025,,2025Q4,Channel Partners,FinTech,NA National,1370000,1135000,71.3,19,76000,1722000,4.08,,,0.022,1.026,,
Quarterly,2025-10-01,2025,,2025Q4,Channel Partners,Government & Education,NA National,1029000,868000,75.6,22,56000,1506000,3.61,,,0.0164,1.144,,
Quarterly,2025-10-01,2025,,2025Q4,Channel Partners,Healthcare,NA National,1272000,989000,71.9,17,78000,1640000,3.64,,,0.0191,1.068,,
Quarterly,2025-10-01,2025,,2025Q4,Channel Partners,Manufacturing,NA National,1180000,1030000,68.3,20,62000,1604000,3.75,,,0.0174,1.102,,
Quarterly,2025-10-01,2025,,2025Q4,Channel Partners,Media & SaaS,NA National,1348000,1086000,76.1,20,75000,2009000,4.47,,,0.0229,1.091,,
Quarterly,2025-10-01,2025,,2025Q4,Channel Partners,Retail & eCommerce,NA National,1211000,958000,70.2,28,44000,1657000,3.04,,,0.0218,1.066,,
Quarterly,2025-10-01,2025,,2025Q4,Customer Expansion,FinTech,NA National,2140000,1795000,73.7,26,83000,3271000,3.92,,,0.0172,1.107,,
Quarterly,2025-10-01,2025,,2025Q4,Customer Expansion,Government & Education,NA National,1552000,1267000,71.5,46,34000,1826000,3.69,,,0.0159,1.029,,
Quarterly,2025-10-01,2025,,2025Q4,Customer Expansion,Healthcare,NA National,2057000,1705000,74.3,37,60000,2764000,3.92,,,0.0077,1.098,,
Quarterly,2025-10-01,2025,,2025Q4,Customer Expansion,Manufacturing,NA National,1875000,1551000,73.0,39,49000,2135000,3.55,,,0.0146,1.15,,
Quarterly,2025-10-01,2025,,2025Q4,Customer Expansion,Media & SaaS,NA National,2196000,1738000,70.5,34,77000,3912000,4.55,,,0.016,1.124,,
Quarterly,2025-10-01,2025,,2025Q4,Customer Expansion,Retail & eCommerce,NA National,1914000,1580000,66.6,33,65000,1603000,3.24,,,0.0123,1.067,,
Quarterly,2025-10-01,2025,,2025Q4,Enterprise East,FinTech,NA East,2391000,1977000,76.7,8,308000,4548000,4.27,,,0.0186,1.095,,
Quarterly,2025-10-01,2025,,2025Q4,Enterprise East,Government & Education,NA East,1839000,1528000,71.4,14,138000,3338000,4.21,,,0.0235,1.115,,
Quarterly,2025-10-01,2025,,2025Q4,Enterprise East,Healthcare,NA East,2156000,1840000,71.3,14,163000,3919000,4.15,,,0.0107,1.136,,
Quarterly,2025-10-01,2025,,2025Q4,Enterprise East,Manufacturing,NA East,2059000,1673000,66.6,12,215000,3676000,3.96,,,0.0106,1.072,,
Quarterly,2025-10-01,2025,,2025Q4,Enterprise East,Media & SaaS,NA East,2250000,1758000,69.1,13,188000,2547000,3.58,,,0.0192,1.115,,
Quarterly,2025-10-01,2025,,2025Q4,Enterprise East,Retail & eCommerce,NA East,1999000,1581000,70.7,15,146000,3041000,4.18,,,0.0192,1.127,,
Quarterly,2025-10-01,2025,,2025Q4,Enterprise West,FinTech,NA West,2361000,1986000,68.2,7,342000,3068000,3.63,,,0.0109,1.149,,
Quarterly,2025-10-01,2025,,2025Q4,Enterprise West,Government & Education,NA West,1890000,1544000,68.5,14,196000,2226000,3.72,,,0.0153,1.157,,
Quarterly,2025-10-01,2025,,2025Q4,Enterprise West,Healthcare,NA West,2412000,1937000,74.6,10,246000,4502000,4.25,,,0.0081,1.133,,
Quarterly,2025-10-01,2025,,2025Q4,Enterprise West,Manufacturing,NA West,2047000,1641000,76.0,12,178000,2569000,3.35,,,0.0139,1.082,,
Quarterly,2025-10-01,2025,,2025Q4,Enterprise West,Media & SaaS,NA West,2362000,2007000,77.3,9,276000,3007000,3.45,,,0.0151,1.07,,
Quarterly,2025-10-01,2025,,2025Q4,Enterprise West,Retail & eCommerce,NA West,2164000,1760000,68.8,14,171000,3140000,4.04,,,0.0174,1.108,,
Quarterly,2025-10-01,2025,,2025Q4,Hardware & Appliances,FinTech,NA National,295000,225000,49.4,10,30000,129000,1.57,,,0.041,0.786,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-10-01,2025,,2025Q4,Hardware & Appliances,Government & Education,NA National,211000,153000,51.4,12,22000,142000,1.89,,,0.0387,0.741,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-10-01,2025,,2025Q4,Hardware & Appliances,Healthcare,NA National,267000,218000,57.1,12,23000,94000,1.32,,,0.037,0.768,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-10-01,2025,,2025Q4,Hardware & Appliances,Manufacturing,NA National,229000,181000,49.3,7,34000,95000,1.44,,,0.0339,0.797,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-10-01,2025,,2025Q4,Hardware & Appliances,Media & SaaS,NA National,283000,217000,51.0,14,22000,89000,1.43,,,0.0319,0.776,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-10-01,2025,,2025Q4,Hardware & Appliances,Retail & eCommerce,NA National,263000,203000,51.7,15,18000,146000,1.43,,,0.0483,0.83,Infeasible,Quarterly view: sustained contraction; forward-looking forecast indicates non-viable unit economics.
Quarterly,2025-10-01,2025,,2025Q4,International APAC,FinTech,APAC,1079000,866000,73.9,17,72000,1624000,3.74,,,0.0122,1.067,,
Quarterly,2025-10-01,2025,,2025Q4,International APAC,Government & Education,APAC,800000,660000,72.1,17,47000,1320000,3.92,,,0.0097,1.096,,
Quarterly,2025-10-01,2025,,2025Q4,International APAC,Healthcare,APAC,1084000,877000,67.6,30,37000,1994000,4.09,,,0.0191,1.164,,
Quarterly,2025-10-01,2025,,2025Q4,International APAC,Manufacturing,APAC,1032000,787000,73.4,22,56000,1181000,3.52,,,0.0081,1.008,,
